,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory
849,2960572580,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,CEB39C7D-7C65-437E-B56A-FF7F8718E6AD,30466-1,,Ladero & Amor,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1987-06-12,,163,163,1987,6,12,12/06/1987,En suelos básicos nitrificados,,,,,,,,,,,,,,ES,Salamanca,,,"Aldealengua, La Flecha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125946,,,,,,Santolina rosmarinifolia subsp. canescens (Lag.) Nyman,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,,Asteraceae,,,,Santolina,Santolina,,,rosmarinifolia,canescens,,SUBSPECIES,subsp.,,,SYNONYM,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:24:53.949Z,,,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,6301188,3125946,6,7707728,220,414,3065,3125925,,3125946,Santolina canescens,Santolina canescens Lag.,Santolina rosmarinifolia L. subsp. canescens (Lag.) Nyman,,EML,2024-02-08T09:24:53.949Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,,,,,,,,,
850,2960578152,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,3B20CEF5-5E52-4D3F-965C-E1A5BA20D589,64788-1,,E. Fuertes & M. Acón,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1996-09-18,,262,262,1996,9,18,18/09/1996,En hayedos sobre sustratos  ácidos o calizos muy lavados,,,,,,,,,,EUROPE,,,,ES,Cantabria,,,"Altos de Velasco, supra Casavega",,,,,,,,,43.03,-4.53,7071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. Fuertes & M. Acón,,,,,,,,7506619,,,,,,Tritomaria quinquedentata (Huds.) H.Buch,,,,,,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,,Lophoziaceae,,,,Trilophozia,Tritomaria,,,quinquedentata,,,SPECIES,,,,SYNONYM,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:12.634Z,1580.0,0.0,,,,MODIFIED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,true,false,2689224,7506619,6,9,126,381,3229887,4901092,,7506619,Trilophozia quinquedentata,Trilophozia quinquedentata (Huds.) Bakalin,Tritomaria quinquedentata (Huds.) Buch,,EML,2024-02-08T09:25:12.634Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,ESP,Spain,ESP.5_1,Castilla y León,ESP.5.4_1,Palencia,ESP.5.4.4_1,n.a. (203),NE
851,2960587584,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,D51A5A34-5BEB-46D6-AF16-0A295BDC2486,74672-1,,A.R. Burgaz,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1993-07-26,,207,207,1993,7,26,26/07/1993,"En taludes ácidos, bosque de Picea abies y Fagus sylvatica",,,,,,,,,,,,,,,,,,"Jundola, Montes Rodhopes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I. Martínez,,,,,,,,7475082,,,,,,Peltigera hymenina (Ach.) Delise,,,,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,,Peltigeraceae,,,,Peltigera,Peltigera,,,hymenina,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:24:52.102Z,1400.0,0.0,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,7475082,7475082,5,95,180,1055,8373,2601137,,7475082,Peltigera hymenina,Peltigera hymenina (Ach.) Delise,Peltigera hymenina (Ach.) Delise,,EML,2024-02-08T09:24:52.102Z,2024-02-08T09:24:03.004Z,,,null,false,,EUROPE,,,,,,,,,NE
852,2960561343,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,86CA8688-6AB4-41C5-AC98-E2FCABC240BD,1068-1,,F. Bellot,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1966-03-31,,90,90,1966,3,31,31/03/1966,,,,,,,,,,,,,,,ES,Málaga,,,"Marbella, Ciudad Sindical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F. Bellot,,,,,,,,5356407,,,,,,Lathyrus clymenum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Fabales,,Fabaceae,,,,Lathyrus,Lathyrus,,,clymenum,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:06.003Z,,,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,5356407,5356407,6,7707728,220,1370,5386,10356062,,5356407,Lathyrus clymenum,Lathyrus clymenum L.,Lathyrus clymenum L.,,EML,2024-02-08T09:25:06.003Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,,,,,,,,,LC
853,2960509113,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,859AD2A7-7D93-4FB5-817A-4F7A6BB7DF9F,19030-1,,M.A. Carrasco & M. Velayos,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1982-05-07,,127,127,1982,5,7,07/05/1982,,,,,,,,,,,,,,,ES,Madrid,,,"Arganda del Rey, dehesa de Arganda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093911,,,,,,Hypochaeris glabra L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,,Asteraceae,,,,Hypochaeris,Hypochaeris,,,glabra,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:14.506Z,,,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,3093911,3093911,6,7707728,220,414,3065,3093681,,3093911,Hypochaeris glabra,Hypochaeris glabra L.,Hypochaeris glabra L.,,EML,2024-02-08T09:25:14.506Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,,,,,,,,,NE
854,2960586306,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,DC02E1F0-E487-4C67-A7E5-0ADDAEAD161C,68289-1,,S.O. Lindberg,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1874-07-09,,190,190,1874,7,9,09/07/1874,,,,,,,,,,,,,,,,,,,"Karelian Republic. ""Karelia Ladogensis: prope oppidulum Sordavala, inter alios muscos ad rupes vere valde irrig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688993,,,,,,Cephaloziella divaricata (Sm.) Schiffn.,,,,,,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,,Cephaloziellaceae,,,,Cephaloziella,Cephaloziella,,,divaricata,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:12.207Z,,,,,,MODIFIED_DATE_INVALID;COUNTRY_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,2688993,2688993,6,9,126,381,2287,8348351,,2688993,Cephaloziella divaricata,Cephaloziella divaricata (Sm.) Schiffn.,Cephaloziella divaricata (Sm.) Schiffn.,,EML,2024-02-08T09:25:12.207Z,2024-02-08T09:24:03.004Z,,,null,false,,EUROPE,,,,,,,,,NE
855,2960599775,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,D90081AA-7E83-41DD-A079-0BC87F4D3F79,100520-1,,A.R. Burgaz,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,2008-07-19,,201,201,2008,7,19,19/07/2008,"En quejigar, calizas kársticas",,,,,,,,,,EUROPE,,,,ES,Navarra,,,"Baraibar, Sª de Aralar",,,,,,,,,42.98,-1.92,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.R. Burgaz,,,,,,,,7250436,,,,,,Placynthium nigrum (Huds.) Gray,,,,,,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,,Placynthiaceae,,,,Placynthium,Placynthium,,,nigrum,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:00.149Z,625.0,0.0,,,,MODIFIED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,true,false,7250436,7250436,5,95,180,1055,4118,2601073,,7250436,Placynthium nigrum,Placynthium nigrum (Huds.) Gray,Placynthium nigrum (Huds.) Gray,,EML,2024-02-08T09:25:00.149Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,ESP,Spain,ESP.9_1,Comunidad Foral de Navarra,ESP.9.1_1,Navarra,ESP.9.1.3_1,n.a. (187),NE
856,2960564686,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,D09EA116-FC32-4F35-A3AD-978471758216,9320-1,,M.A. Carrasco & Castroviejo,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1975-06-19,,170,170,1975,6,19,19/06/1975,En claro de encinar,,,,,,,,,,,,,,ES,Cáceres,,,Plasencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.A. Carrasco,,,,,,,,5411920,,,,,,Campanula rapunculus L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,,Campanulaceae,,,,Campanula,Campanula,,,rapunculus,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:09.450Z,,,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,5411920,5411920,6,7707728,220,414,8801,3161935,,5411920,Campanula rapunculus,Campanula rapunculus L.,Campanula rapunculus L.,,EML,2024-02-08T09:25:09.450Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,,,,,,,,,NE
857,2960568490,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,B94B8E1D-5F60-4BDC-BA67-E28ED51AFB75,27883-1,,F. Bellot & M.E. Ron,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1970-06-26,,177,177,1970,6,26,26/06/1970,,,,,,,,,,,,,,,ES,Guadalajara,,,Brihuega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellot & Ron,,,,,,,,3033363,,,,,,Ranunculus acris L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,Ranunculaceae,,,,Ranunculus,Ranunculus,,,acris,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:07.309Z,,,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,3033363,3033363,6,7707728,220,399,2410,3033294,,3033363,Ranunculus acris,Ranunculus acris L.,Ranunculus acris L.,,EML,2024-02-08T09:25:07.309Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,,,,,,,,,NE
858,2960591921,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,9E5B931A-5134-4D24-AE2F-6BDA9D9DD751,83285-1,,"A.Íñigo,M.J.Pérez Alonso & A.Velasco-Negueruela",,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,2001-03-16,,75,75,2001,3,16,16/03/2001,,,,,,,,,,,EUROPE,,,,ES,Madrid,,,Torrelodones,,,,,,,,,40.58,-3.91,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Íñigo,,,,,Herbario de la Facultad de Biología de la UCM,,,2684451,,,,,,Juniperus oxycedrus L.,,,,,,,,Plantae,Tracheophyta,Pinopsida,Pinales,,Cupressaceae,,,,Juniperus,Juniperus,,,oxycedrus,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:03.658Z,,,,,,MODIFIED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,true,false,2684451,2684451,6,7707728,194,640,8144,2684359,,2684451,Juniperus oxycedrus,Juniperus oxycedrus L.,Juniperus oxycedrus L.,,EML,2024-02-08T09:25:03.658Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,ESP,Spain,ESP.8_1,Comunidad de Madrid,ESP.8.1_1,Madrid,ESP.8.1.5_1,n.a. (179),LC
859,2960509375,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,416CD530-F524-45DF-89A1-0FD4F36531BE,1829-1,,B. Casaseca,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1968-05-30,,151,151,1968,5,30,30/05/1968,,,,,,,,,,,,,,,ES,Zamora,,,Dehesa El Cubeto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. Casaseca,,,,,,,,2888995,,,,,,Rumex acetosella L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Polygonaceae,,,,Rumex,Rumex,,,acetosella,,,SPECIES,,,,ACCEPTED,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:16.244Z,,,,,,MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,false,false,2888995,2888995,6,7707728,220,422,2416,2888942,,2888995,Rumex acetosella,Rumex acetosella L.,Rumex acetosella L.,,EML,2024-02-08T09:25:16.244Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,,,,,,,,,NE
860,2960572080,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,55969EB5-EB3C-4C8D-A0F1-BD6DAE3586B0,41489-1,,A.R. Burgaz & Fuertes,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1991-06-11,,162,162,1991,6,11,11/06/1991,En el encinar del páramo,,,,,,,,,,EUROPE,,,,ES,Guadalajara,,,Luzón,,,,,,,,,40.65,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.R. Burgaz & E. Fuertes,,,,,,,,2607590,,,,,,Cladonia convoluta (Lam.) Anders,,,,,,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Cladoniaceae,,,,Cladonia,Cladonia,,,convoluta,,,SPECIES,,,,SYNONYM,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:24:49.097Z,1200.0,0.0,,,,MODIFIED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,true,false,7788478,2607590,5,95,180,1048,8328,2607519,,2607590,Cladonia foliacea,Cladonia foliacea (Huds.) Willd.,Cladonia convoluta (Lam.) Anders,,EML,2024-02-08T09:24:49.097Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,ESP,Spain,ESP.4_1,Castilla-La Mancha,ESP.4.4_1,Guadalajara,ESP.4.4.4_1,n.a. (122),NE
861,2960591726,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,3C14A084-B0A0-45FF-0B07-30E29547D0B6,79130-1,,"M.A. Carrasco, C. J. Martín-Blanco & C. Santamaría",,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,1999-05-01,,121,121,1999,5,1,01/05/1999,"sobre el cono volcánico, sustrato de melilitita olivínica",,,,,,,,,,EUROPE,,,,ES,,,,"Almagro, Volcán Yezosa",,,,,,,,,38.85,-3.66,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C. Santamaría & C.J. Martín-Blanco,,,,,,,,5702572,,,,,,Crepis vesicaria subsp. haenseleri (Boiss. ex DC.) P.D.Sell,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,,Asteraceae,,,,Crepis,Crepis,,,vesicaria,haenseleri,,SUBSPECIES,subsp.,,,SYNONYM,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:18.594Z,853.0,0.0,,,,MODIFIED_DATE_INVALID;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,true,false,5702579,5702572,6,7707728,220,414,3065,3143303,,5403709,Crepis vesicaria,Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell.,Crepis vesicaria L. subsp. haenseleri,,EML,2024-02-08T09:25:18.594Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,ESP,Spain,ESP.4_1,Castilla-La Mancha,ESP.4.2_1,Ciudad Real,ESP.4.2.2_1,n.a. (80),
862,2960541801,,,es,CC_BY_NC_4_0,,"Departamento de Biodiversidad, Ecología y Evolución, Unidad Docente de Botánica. Fac. de Ciencias Biológicas, Univ. Complutense de Madrid",,,PhysicalObject,21936918-2ce6-4314-a15e-91f9f6735361,,doi:10.15470/akznrb,MACB,MACB,Herbario de la Facultad de Ciencias Biológicas de la Universidad Complutense de Madrid (MACB),,PRESERVED_SPECIMEN,,,,BD282846-3D98-4E96-A425-351C36DD1B48,80604-1,340,Fernando Fernández Mendoza,,1,,,,,,,,,,,,,PRESENT,,in collection,,,,,,,,,,,,,,,,,,,,,2000-06-03,,155,155,2000,6,3,03/06/2000,Terrícola,,,,,,,,,,EUROPE,,,,ES,Zamora,,,"Arribes del Duero, Cancho de Peña Vela",,,,,,,,,41.5,-6.43,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F Fernández Mendoza,,,,,,,,7692051,,,,,,Bryum donianum Grev.,,,,,,,,Plantae,Bryophyta,Bryopsida,Bryales,,Bryaceae,,,,Rosulabryum,Bryum,,,donianum,,,SPECIES,,,,SYNONYM,,,ceff8c75-950b-4405-a116-60247d1adacb,ES,2024-02-08T09:25:12.018Z,440.0,0.0,,,,MODIFIED_DATE_INVALID;COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;MULTIMEDIA_URI_INVALID,,true,true,2676883,7692051,6,35,327,1333,8736,2677114,,7692051,Rosulabryum donianum,Rosulabryum donianum (Grev.) Ochyra,Bryum donianum Grev.,,EML,2024-02-08T09:25:12.018Z,2024-02-08T09:24:03.004Z,false,,null,false,EUROPE,EUROPE,PRT,Portugal,PRT.5_1,Bragança,PRT.5.6_1,Miranda do Douro,PRT.5.6.16_1,Silva,NE
